29	29	29	29	29	29	30	23	23	23	23	23	23	23	23	23	23	23	23	23	23	25	29	29	29	29	29	29	29
29	29	29	29	29	29	30	24	24	24	24	24	24	24	24	24	24	24	24	24	24	25	29	29	29	29	29	29	29
29	29	29	29	29	29	30	18	18	18	18	18	18	18	18	18	18	18	18	18	18	25	29	29	29	29	29	29	29
29	29	29	29	29	29	30	19	20	18	18	18	18	18	18	18	18	18	18	18	18	25	29	29	29	29	29	29	29
29	29	29	29	29	29	30	21	22	18	18	18	18	18	18	18	18	18	18	18	18	25	29	29	29	29	29	29	29
29	29	29	29	29	29	30	18	18	18	18	18	18	18	18	18	18	18	18	18	18	25	29	29	29	29	29	29	29
29	29	29	29	29	29	30	18	18	18	18	18	18	18	18	18	18	18	18	18	18	25	29	29	29	29	29	29	29
29	29	29	29	29	29	30	18	18	18	18	18	18	18	18	18	18	18	18	18	18	25	29	29	29	29	29	29	29
29	29	29	29	29	29	30	18	18	18	18	18	18	18	18	18	18	18	18	18	18	25	29	29	29	29	29	29	29
29	29	29	29	29	29	30	18	18	18	18	18	18	18	18	18	18	18	18	18	18	25	29	29	29	29	29	29	29
29	29	29	29	29	29	30	18	18	18	18	18	18	18	18	18	18	18	18	18	18	25	29	29	29	29	29	29	29
29	29	29	29	29	29	29	28	28	28	28	28	31	18	18	32	28	28	28	28	28	29	29	29	29	29	29	29	29
29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29
29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29
29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29
29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29
29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29
29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29
29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29
29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29
29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29
